Age,Gender,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,CompanyExperienceShare,RoleStabilityScore,EducationBackground_grouped,EmpDepartment_grouped,EmpJobRole_grouped,CommuteCategory_Moderate,CommuteCategory_Far,MaritalStatus_Married,MaritalStatus_Single,PromotionWaitTime_Moderate,PromotionWaitTime_Long,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely
45,0,9,3,2,60,3,2,2,8,0,18,3,20,2,1,17,9,0,15,0,3,0.85,0.5294117647058824,Life Sciences,Development,Developer,True,False,False,False,False,False,False,True
32,1,8,3,2,43,3,3,4,1,0,14,4,9,2,3,9,8,3,7,0,2,1.0,0.8888888888888888,Marketing,Sales,Sales Executive,True,False,False,True,True,False,True,False
29,0,1,1,4,41,3,2,3,1,0,13,1,10,1,3,10,7,0,9,0,3,1.0,0.7,Other,Development,Technical Lead,False,False,True,False,False,False,False,False
58,1,9,3,2,75,2,1,2,4,1,20,2,9,3,2,1,0,0,0,0,4,0.1111111111111111,0.0,Medical,Development,Technical Lead,True,False,True,False,False,False,False,True
40,0,4,4,3,67,2,3,4,7,0,11,1,15,2,2,12,11,2,11,0,3,0.8,0.9166666666666666,Marketing,Sales,Sales Executive,False,False,True,False,True,False,False,True
34,1,2,4,3,75,3,1,3,6,0,18,4,6,3,3,4,3,1,2,0,3,0.6666666666666666,0.75,Marketing,Sales,Sales Representative,False,False,True,False,False,False,True,False
27,0,9,3,4,57,3,1,2,6,0,18,4,6,1,1,2,2,2,2,0,3,0.3333333333333333,1.0,Medical,Development,Developer,True,False,False,False,True,False,False,False
28,0,21,3,3,42,3,1,4,1,0,11,3,5,2,1,5,2,0,2,0,3,1.0,0.4,Medical,Development,Developer,False,True,True,False,False,False,False,True
57,0,24,2,3,83,4,3,4,3,1,16,2,12,2,1,5,3,1,4,0,3,0.4166666666666667,0.6,Life Sciences,Development,Developer,False,True,False,False,False,False,False,True
27,0,3,3,3,79,2,1,3,1,1,15,4,1,2,2,1,1,0,1,0,3,1.0,1.0,Medical,Development,Technical Lead,False,False,False,False,False,False,False,False
50,1,11,3,3,53,3,5,2,3,0,15,2,21,5,3,5,4,4,4,0,3,0.23809523809523808,0.8,Life Sciences,Development,Technical Lead,True,False,False,True,True,False,False,True
41,0,14,3,1,56,3,1,3,4,0,12,1,13,2,3,9,8,1,8,0,3,0.6923076923076923,0.8888888888888888,Life Sciences,Development,Developer,True,False,False,False,False,False,False,True
30,1,5,3,2,41,3,3,4,2,0,12,3,12,2,3,10,9,7,4,0,2,0.8333333333333334,0.9,Life Sciences,Sales,Sales Executive,False,False,True,False,False,True,False,True
38,1,1,4,1,59,2,2,4,4,0,22,3,12,2,4,8,3,0,7,0,4,0.6666666666666666,0.375,Life Sciences,Sales,Sales Executive,False,False,False,True,False,False,False,True
32,0,6,5,3,43,3,1,3,3,0,20,1,8,2,3,5,4,1,4,0,4,0.625,0.8,Life Sciences,Development,Developer,True,False,False,True,False,False,False,True
27,0,17,3,3,51,3,1,2,0,1,16,4,6,3,2,5,2,1,1,0,3,0.8333333333333334,0.4,Other,Development,Technical Lead,False,True,True,False,False,False,False,True
19,1,1,1,3,100,1,1,1,0,0,21,1,1,5,4,0,0,0,0,1,4,0.0,0.0,Other,Sales,Sales Representative,False,False,False,True,False,False,True,False
36,0,3,2,4,30,3,1,2,4,0,12,3,13,3,2,8,7,7,2,0,3,0.6153846153846154,0.875,Medical,Development,Technical Lead,False,False,False,True,False,True,True,False
30,0,9,3,3,66,3,2,1,1,0,11,3,12,4,3,12,9,6,10,0,3,1.0,0.75,Medical,Development,Developer,True,False,False,False,False,True,False,False
45,1,4,2,3,30,3,2,1,4,1,11,1,9,3,4,5,4,0,3,0,3,0.5555555555555556,0.8,Life Sciences,Sales,Sales Executive,False,False,False,False,False,False,False,True
56,1,8,3,3,67,3,1,1,4,1,18,3,19,3,3,2,2,2,2,0,3,0.10526315789473684,1.0,Life Sciences,Development,Developer,True,False,False,False,True,False,False,True
33,0,2,3,3,90,3,1,4,0,0,14,1,4,2,4,3,1,0,2,0,3,0.75,0.3333333333333333,Life Sciences,Development,Developer,False,False,False,True,False,False,False,True
19,0,2,3,2,47,2,1,4,1,0,22,3,1,3,2,1,0,1,0,1,4,1.0,0.0,Life Sciences,Development,Developer,False,False,False,True,False,False,False,True
46,1,1,2,2,92,3,3,1,1,0,25,3,24,2,3,24,13,15,7,0,2,1.0,0.5416666666666666,Marketing,Sales,Sales Executive,False,False,False,False,False,True,False,True
38,1,9,2,3,75,3,1,4,1,0,12,3,2,3,3,2,2,2,1,0,3,1.0,1.0,Life Sciences,Development,Technical Lead,True,False,False,True,True,False,False,True
34,1,27,2,4,95,3,1,2,2,0,15,4,9,3,3,3,2,1,2,0,3,0.3333333333333333,0.6666666666666666,Medical,Development,Developer,False,True,False,True,False,False,False,True
41,1,20,2,2,70,3,1,2,1,1,22,4,4,5,2,4,3,0,2,1,3,1.0,0.75,Marketing,Sales,Sales Representative,False,True,False,True,False,False,False,True
50,0,1,3,3,86,2,1,3,2,0,15,4,5,2,2,3,2,0,2,0,3,0.6,0.6666666666666666,Medical,Development,Developer,False,False,True,False,False,False,False,True
53,1,13,2,4,57,4,2,1,1,0,11,3,5,3,3,4,2,1,3,0,3,0.8,0.5,Medical,Development,Technical Lead,True,False,False,False,False,False,False,True
33,1,14,3,4,72,3,1,2,1,0,13,4,8,5,3,8,7,1,6,0,3,1.0,0.875,Medical,Development,Developer,True,False,True,False,False,False,False,True
40,1,4,1,4,46,3,5,3,1,0,14,2,21,2,3,20,8,9,9,0,3,0.9523809523809523,0.4,Medical,Development,Developer,False,False,True,False,False,True,False,True
34,0,2,1,4,45,2,2,3,1,0,17,3,10,2,2,10,9,1,9,0,3,1.0,0.9,Life Sciences,Development,Technical Lead,False,False,True,False,False,False,True,False
51,1,3,3,4,98,3,4,2,3,0,18,3,21,6,3,7,7,1,0,0,3,0.3333333333333333,1.0,Medical,Development,Developer,False,False,False,True,False,False,False,True
52,0,1,4,3,65,2,5,3,0,0,14,1,34,5,3,33,18,11,9,0,3,0.9705882352941176,0.5454545454545454,Life Sciences,Development,Developer,False,False,True,False,False,True,False,True
27,1,9,3,4,99,3,1,2,1,0,16,4,7,2,2,7,7,0,3,0,3,1.0,1.0,Medical,Development,Developer,True,False,False,True,False,False,False,True
35,0,23,2,2,50,2,2,3,3,1,13,1,8,1,3,1,0,0,1,1,3,0.125,0.0,Life Sciences,Development,Developer,False,True,True,False,False,False,False,True
43,0,7,3,4,37,4,1,4,4,0,14,4,7,3,4,5,4,2,2,0,3,0.7142857142857143,0.8,Medical,Development,Technical Lead,True,False,False,False,True,False,False,False
45,0,2,2,1,65,2,4,4,9,0,23,4,22,1,3,20,8,11,8,0,3,0.9090909090909091,0.4,Medical,Development,Technical Lead,False,False,True,False,False,True,False,False
37,0,21,3,2,65,4,1,1,1,1,12,1,8,3,2,8,7,1,7,0,3,1.0,0.875,Life Sciences,Development,Developer,False,True,True,False,False,False,False,True
35,1,2,3,2,37,3,2,2,5,0,11,4,10,5,3,6,2,1,2,0,3,0.6,0.3333333333333333,Medical,Development,Developer,False,False,False,True,False,False,True,False
42,1,21,2,3,36,3,2,3,2,0,16,2,11,5,3,5,3,0,2,0,3,0.45454545454545453,0.6,Medical,Development,Developer,False,True,False,False,False,False,False,False
38,0,2,4,4,88,3,2,3,9,0,14,2,14,3,3,1,0,0,0,0,3,0.07142857142857142,0.0,Life Sciences,Development,Technical Lead,False,False,True,False,False,False,False,True
38,0,29,3,4,54,3,2,4,3,0,18,1,9,3,1,7,7,1,7,0,3,0.7777777777777778,1.0,Other,Development,Technical Lead,False,True,True,False,False,False,False,True
27,0,1,1,3,60,2,2,1,5,0,19,3,6,1,3,2,2,2,0,0,3,0.3333333333333333,1.0,Other,Development,Developer,False,False,True,False,True,False,True,False
49,0,18,4,4,92,3,2,4,1,1,15,1,7,0,3,7,7,1,7,0,3,1.0,1.0,Life Sciences,Development,Technical Lead,False,True,False,False,False,False,False,False
34,0,10,4,4,43,3,1,3,1,1,17,4,5,4,4,5,3,2,0,0,3,1.0,0.6,Medical,Development,Developer,True,False,False,False,True,False,True,False
40,0,19,2,3,99,3,2,4,8,1,15,3,15,2,4,7,2,3,7,0,3,0.4666666666666667,0.2857142857142857,Medical,Development,Developer,False,True,True,False,True,False,False,True
38,0,29,1,2,70,3,2,1,7,1,19,2,17,2,3,1,0,0,0,1,3,0.058823529411764705,0.0,Medical,Development,Technical Lead,False,True,True,False,False,False,False,True
29,1,27,3,2,35,3,3,4,1,0,22,4,10,3,2,10,4,1,9,1,2,1.0,0.4,Marketing,Sales,Sales Executive,False,True,True,False,False,False,False,True
22,0,5,3,4,60,4,1,2,1,1,16,1,4,2,2,4,2,2,2,0,3,1.0,0.5,Life Sciences,Development,Technical Lead,False,False,False,False,True,False,False,True
36,1,18,1,2,73,3,1,4,1,0,13,1,8,2,3,8,1,1,7,0,3,1.0,0.125,Medical,Development,Developer,False,True,False,True,False,False,True,False
40,0,9,5,4,63,2,2,4,9,0,14,4,5,5,1,3,2,0,2,0,3,0.6,0.6666666666666666,Life Sciences,Development,Technical Lead,True,False,True,False,False,False,False,False
32,0,4,4,4,32,1,3,4,1,0,11,3,14,2,2,14,8,9,8,1,3,1.0,0.5714285714285714,Medical,Sales,Sales Executive,False,False,True,False,False,True,False,True
27,1,20,3,4,90,3,2,3,1,0,14,4,7,2,3,7,7,0,7,0,3,1.0,1.0,Life Sciences,Sales,Sales Executive,False,True,False,True,False,False,True,False
51,0,8,4,2,81,2,3,2,5,0,16,4,16,5,1,10,9,4,7,0,3,0.625,0.9,Life Sciences,SmallDepts,Data Scientist,True,False,True,False,True,False,False,True
41,1,6,3,4,75,3,3,4,3,1,18,3,16,3,3,1,0,0,0,0,3,0.0625,0.0,Life Sciences,Sales,Manager,True,False,False,True,False,False,False,True
30,1,26,4,3,52,2,2,1,5,0,15,3,9,5,2,6,3,0,1,1,3,0.6666666666666666,0.5,Marketing,Sales,Sales Executive,False,True,False,True,False,False,True,False
29,0,1,3,3,85,3,1,3,0,0,14,4,7,1,2,6,2,1,5,1,3,0.8571428571428571,0.3333333333333333,Other,Development,Developer,False,False,False,True,False,False,False,True
45,1,6,3,4,57,2,3,4,6,0,12,4,23,2,3,19,7,12,8,0,3,0.8260869565217391,0.3684210526315789,Medical,Sales,Sales Executive,True,False,False,True,False,True,False,False
54,1,3,3,4,52,3,2,1,2,0,14,4,16,4,3,6,2,0,5,0,3,0.375,0.3333333333333333,Marketing,Sales,Sales Executive,False,False,True,False,False,False,False,True
36,0,5,2,4,62,3,2,2,8,0,16,4,16,3,4,13,11,3,7,0,3,0.8125,0.8461538461538461,Life Sciences,Development,Technical Lead,False,False,False,True,True,False,False,True
37,0,11,3,2,47,3,3,4,1,1,14,3,10,1,3,10,8,0,7,0,3,1.0,0.8,Other,Development,Developer,True,False,False,False,False,False,True,False
31,0,1,4,3,90,1,2,3,0,0,12,4,6,2,3,5,4,1,4,0,3,0.8333333333333334,0.8,Medical,Development,Developer,False,False,True,False,False,False,False,False
37,0,4,4,1,41,3,1,4,4,0,17,3,13,2,3,9,8,5,8,0,2,0.6923076923076923,0.8888888888888888,Marketing,Sales,Sales Representative,False,False,False,False,False,True,True,False
29,1,1,1,2,42,3,3,4,1,0,14,4,11,5,3,11,10,4,1,0,2,1.0,0.9090909090909091,Medical,Sales,Sales Executive,False,False,True,False,True,False,True,False
35,1,1,3,3,92,3,3,3,1,0,14,1,10,3,4,10,7,0,8,0,4,1.0,0.7,Marketing,Sales,Sales Executive,False,False,False,True,False,False,True,False
29,0,18,1,3,86,2,1,4,1,1,13,3,4,3,2,4,3,0,1,1,3,1.0,0.75,Medical,Development,Developer,False,True,False,True,False,False,False,True
52,1,2,3,3,89,2,1,4,7,0,15,2,6,3,2,2,2,2,2,0,3,0.3333333333333333,1.0,Life Sciences,Development,Technical Lead,False,False,False,True,True,False,False,True
42,0,4,2,3,58,3,5,4,1,0,11,4,22,3,3,22,17,11,15,0,3,1.0,0.7727272727272727,Other,Development,Developer,False,False,True,False,False,True,False,True
59,0,6,2,2,52,3,1,3,8,0,17,4,7,2,2,2,2,2,2,0,2,0.2857142857142857,1.0,Medical,SmallDepts,Human Resources,True,False,True,False,True,False,False,True
50,1,1,4,4,68,3,5,4,3,0,11,3,32,3,2,7,0,0,6,0,3,0.21875,0.0,Medical,Sales,Manager,False,False,False,False,False,False,False,True
33,0,14,3,3,58,3,1,4,5,1,13,3,8,2,1,5,4,0,4,1,3,0.625,0.8,Medical,Development,Developer,True,False,True,False,False,False,False,True
43,1,16,3,4,80,3,4,4,5,1,22,3,22,3,3,17,13,1,9,0,4,0.7727272727272727,0.7647058823529411,Marketing,Sales,Manager,False,True,True,False,False,False,False,True
33,1,2,2,1,39,3,1,1,7,0,20,1,13,3,4,9,7,1,7,1,3,0.6923076923076923,0.7777777777777778,Life Sciences,Development,Developer,False,False,True,False,False,False,False,True
52,0,2,4,1,79,2,5,3,1,1,18,4,33,2,4,33,7,15,12,0,2,1.0,0.21212121212121213,Life Sciences,Sales,Manager,False,False,False,True,False,True,False,False
32,0,1,3,4,62,2,1,3,0,1,14,4,4,2,1,3,2,1,2,1,3,0.75,0.6666666666666666,Life Sciences,Development,Developer,False,False,False,True,False,False,False,True
39,1,1,4,3,96,3,1,3,7,0,14,3,7,1,3,3,2,1,2,0,3,0.42857142857142855,0.6666666666666666,Medical,SmallDepts,Data Scientist,False,False,False,False,False,False,False,True
32,0,26,4,3,100,3,2,4,0,0,18,1,4,2,3,3,2,2,2,0,3,0.75,0.6666666666666666,Marketing,Sales,Sales Executive,False,True,True,False,True,False,False,False
41,0,19,2,3,36,3,2,1,2,0,16,1,17,2,2,1,0,0,0,0,3,0.058823529411764705,0.0,Life Sciences,SmallDepts,Data Scientist,False,True,False,False,False,False,False,True
31,0,3,4,2,73,3,3,3,9,0,12,1,9,3,3,2,2,2,2,0,2,0.2222222222222222,1.0,Medical,Development,Technical Lead,False,False,False,False,True,False,True,False
33,1,5,4,3,63,2,1,4,1,0,13,3,2,2,2,2,2,0,2,0,3,1.0,1.0,Life Sciences,Development,Developer,False,False,True,False,False,False,False,True
34,0,2,4,4,84,2,2,1,6,0,13,2,13,3,3,11,9,5,9,0,3,0.8461538461538461,0.8181818181818182,Life Sciences,Development,Developer,False,False,True,False,False,True,False,True
37,1,1,2,3,83,2,1,1,2,0,14,1,17,2,2,3,1,0,2,0,3,0.17647058823529413,0.3333333333333333,Medical,Development,Technical Lead,False,False,True,False,False,False,False,True
45,0,7,4,1,77,4,2,3,4,0,17,4,9,1,3,3,2,0,2,0,4,0.3333333333333333,0.6666666666666666,Life Sciences,Development,Technical Lead,True,False,True,False,False,False,True,False
37,0,10,3,1,61,3,3,3,6,0,11,2,17,5,3,1,0,0,0,1,3,0.058823529411764705,0.0,Medical,Development,Developer,True,False,False,False,False,False,True,False
39,1,2,4,3,64,3,3,3,0,0,25,4,20,1,3,19,6,11,8,0,4,0.95,0.3157894736842105,Other,Development,Developer,False,False,False,True,False,True,True,False
42,1,17,2,4,82,4,2,1,3,1,13,3,10,1,3,3,2,0,2,0,3,0.3,0.6666666666666666,Life Sciences,Development,Developer,False,True,False,True,False,False,False,True
29,0,20,2,4,45,3,2,4,2,0,14,4,10,2,3,3,2,0,2,0,3,0.3,0.6666666666666666,Marketing,Sales,Sales Executive,False,True,False,False,False,False,False,True
25,1,1,3,1,62,3,2,3,0,0,12,4,5,3,3,4,2,1,2,0,3,0.8,0.5,Life Sciences,Development,Developer,False,False,True,False,False,False,False,True
42,1,2,3,4,56,2,1,1,0,1,11,3,10,4,3,9,6,7,8,0,3,0.9,0.6666666666666666,Medical,Development,Developer,False,False,False,False,False,True,False,True
40,0,2,2,1,49,3,5,3,0,0,19,4,22,5,3,21,7,3,9,0,2,0.9545454545454546,0.3333333333333333,Medical,SmallDepts,Data Scientist,False,False,False,False,True,False,False,True
51,0,1,3,3,96,3,1,4,1,0,11,2,1,0,2,1,0,0,0,0,3,1.0,0.0,Life Sciences,Development,Developer,False,False,True,False,False,False,False,True
32,0,7,3,2,100,4,1,2,1,0,20,3,5,3,1,5,1,0,3,0,3,1.0,0.2,Life Sciences,Development,Technical Lead,True,False,True,False,False,False,True,False
38,0,2,2,4,39,2,2,4,3,0,18,4,13,0,3,8,7,7,5,0,3,0.6153846153846154,0.875,Life Sciences,Sales,Sales Executive,False,False,True,False,False,True,False,False
32,0,2,1,4,84,2,2,1,4,0,13,4,9,5,3,6,2,0,4,0,3,0.6666666666666666,0.3333333333333333,Other,Development,Developer,False,False,False,True,False,False,False,True
46,1,2,3,3,75,1,4,2,3,1,12,2,28,2,2,7,7,7,7,0,3,0.25,1.0,Other,Sales,Manager,False,False,True,False,False,True,False,True
28,0,2,4,1,79,3,1,3,2,0,11,3,5,5,1,0,0,0,0,1,3,0.0,0.0,Life Sciences,Development,Developer,False,False,False,True,False,False,False,True
29,0,2,3,1,78,2,2,2,2,0,19,2,10,2,3,0,0,0,0,0,3,0.0,0.0,Medical,Sales,Sales Executive,False,False,True,False,False,False,False,True
31,0,23,3,2,64,2,2,4,0,0,21,2,10,2,3,9,0,7,8,0,4,0.9,0.0,Medical,SmallDepts,Data Scientist,False,True,True,False,False,True,False,True
25,0,5,2,2,85,4,2,1,1,0,12,4,6,2,3,6,3,1,5,0,3,1.0,0.5,Life Sciences,Development,Developer,False,False,False,False,False,False,False,False
45,0,20,2,3,79,3,4,4,0,1,14,2,21,2,3,20,7,4,10,0,3,0.9523809523809523,0.35,Medical,Development,Technical Lead,False,True,True,False,True,False,False,True
55,0,1,3,4,81,3,5,1,0,1,14,3,37,2,3,36,10,4,13,0,3,0.972972972972973,0.2777777777777778,Medical,Development,Developer,False,False,False,True,True,False,False,True
28,0,9,3,4,94,3,1,4,1,0,23,4,5,3,2,5,2,0,4,0,4,1.0,0.4,Medical,Development,Technical Lead,True,False,True,False,False,False,False,True
37,0,6,4,3,98,3,2,4,4,0,14,2,7,5,4,5,4,0,1,0,4,0.7142857142857143,0.8,Medical,Sales,Sales Executive,True,False,True,False,False,False,False,True
21,0,3,2,4,100,2,1,3,1,0,17,1,3,4,4,3,2,1,0,0,4,1.0,0.6666666666666666,Medical,Development,Developer,False,False,False,True,False,False,False,True
37,1,1,4,1,80,3,3,4,2,1,18,1,15,2,3,5,2,0,2,0,3,0.3333333333333333,0.4,Medical,Development,Developer,False,False,False,False,False,False,False,False
35,1,22,3,2,71,4,3,2,7,0,18,2,10,6,2,7,7,6,2,0,3,0.7,1.0,Life Sciences,Development,Technical Lead,False,True,False,False,False,True,False,True
38,1,7,2,1,44,4,2,1,1,1,24,3,8,3,3,8,0,7,7,0,4,1.0,0.0,Medical,Sales,Sales Executive,True,False,False,False,False,True,False,True
26,1,1,3,3,84,3,2,2,1,0,20,1,6,6,1,6,5,1,4,0,3,1.0,0.8333333333333334,Life Sciences,SmallDepts,Data Scientist,False,False,False,False,False,False,True,False
50,0,4,1,1,96,3,5,2,3,0,14,1,28,4,2,10,4,1,6,0,2,0.35714285714285715,0.4,Life Sciences,Development,Developer,False,False,False,False,False,False,False,True
53,0,3,4,3,45,3,4,3,3,1,16,4,21,5,2,5,3,1,3,0,3,0.23809523809523808,0.6,Medical,Development,Technical Lead,False,False,True,False,False,False,False,True
42,0,1,1,2,99,3,2,3,1,0,25,3,20,3,3,20,16,11,6,0,2,1.0,0.8,Life Sciences,Sales,Sales Executive,False,False,True,False,False,True,False,True
26,0,11,2,1,60,3,2,1,1,1,13,3,5,3,3,5,3,3,3,0,3,1.0,0.6,Medical,Development,Developer,True,False,True,False,True,False,True,False
37,1,1,3,4,42,3,1,4,1,0,12,2,17,3,3,17,12,5,7,0,3,1.0,0.7058823529411765,Life Sciences,Development,Technical Lead,False,False,False,True,False,True,False,True
44,0,24,3,4,43,3,1,3,3,1,22,4,19,0,1,1,0,0,0,1,3,0.05263157894736842,0.0,Life Sciences,Development,Developer,False,True,False,False,False,False,True,False
38,0,23,4,4,82,3,2,4,9,0,14,2,10,2,3,2,2,1,2,0,3,0.2,1.0,Life Sciences,Development,Developer,False,True,False,False,False,False,False,True
26,0,16,4,1,45,3,1,2,2,1,13,4,5,2,3,3,2,0,2,1,3,0.6,0.6666666666666666,Medical,SmallDepts,Data Scientist,False,True,False,False,False,False,False,True
28,1,8,2,4,66,3,1,4,1,0,21,4,5,3,3,5,3,0,2,0,4,1.0,0.6,Life Sciences,Development,Technical Lead,True,False,False,True,False,False,False,True
49,1,10,4,3,35,3,5,1,9,1,11,4,22,4,3,3,2,1,2,0,3,0.13636363636363635,0.6666666666666666,Life Sciences,Development,Developer,True,False,False,True,False,False,True,False
31,1,5,3,4,84,3,1,2,1,0,11,3,2,5,2,2,2,2,2,0,3,1.0,1.0,Marketing,Sales,Sales Representative,False,False,False,False,True,False,True,False
26,0,4,4,4,48,2,2,4,1,1,12,2,8,0,3,8,7,7,4,1,3,1.0,0.875,Marketing,Sales,Sales Executive,False,False,False,True,False,True,False,True
37,0,9,3,2,53,3,1,4,1,1,12,3,4,3,2,4,2,1,2,0,2,1.0,0.5,Medical,Development,Developer,True,False,True,False,False,False,True,False
42,1,26,3,3,77,3,4,2,5,0,14,4,23,2,4,20,4,4,8,0,3,0.8695652173913043,0.2,Marketing,Sales,Sales Executive,False,True,True,False,True,False,True,False
18,0,3,3,3,54,3,1,3,1,0,13,3,0,2,3,0,0,0,0,1,3,0.0,0.0,Life Sciences,Development,Developer,False,False,False,True,False,False,False,True
35,0,16,3,3,96,3,3,2,0,0,15,3,12,3,2,11,9,6,9,0,3,0.9166666666666666,0.8181818181818182,Marketing,Sales,Sales Executive,False,True,True,False,False,True,False,True
36,0,18,4,3,81,4,1,4,4,0,18,4,4,2,3,1,0,0,0,0,3,0.25,0.0,Life Sciences,Development,Developer,False,True,True,False,False,False,True,False
51,0,2,3,4,84,1,2,2,5,0,18,4,13,3,3,4,1,1,2,0,3,0.3076923076923077,0.25,Medical,Development,Technical Lead,False,False,False,False,False,False,False,True
41,0,2,4,4,88,3,4,2,1,0,19,2,22,2,3,22,10,0,4,0,3,1.0,0.45454545454545453,Life Sciences,Sales,Manager,False,False,False,True,False,False,False,True
18,1,10,3,4,69,2,1,3,1,0,12,1,0,2,3,0,0,0,0,0,3,0.0,0.0,Medical,Sales,Sales Representative,True,False,False,True,False,False,False,True
28,0,16,2,2,68,4,2,1,0,0,19,3,9,2,3,8,3,0,7,0,3,0.8888888888888888,0.375,Medical,SmallDepts,Data Scientist,False,True,False,True,False,False,False,True
39,0,1,3,3,48,4,3,4,0,0,17,1,19,5,2,18,10,3,7,0,3,0.9473684210526315,0.5555555555555556,Medical,Development,Technical Lead,False,False,False,False,True,False,False,True
36,1,24,4,2,47,3,2,2,7,0,15,3,11,3,3,9,8,0,8,0,3,0.8181818181818182,0.8888888888888888,Life Sciences,Development,Technical Lead,False,True,True,False,False,False,False,False
32,0,7,3,4,91,2,2,3,1,0,14,3,13,3,2,13,8,4,8,0,3,1.0,0.6153846153846154,Life Sciences,Sales,Sales Executive,True,False,True,False,True,False,False,True
38,1,25,2,1,81,2,3,2,3,0,17,3,19,2,3,10,8,0,1,0,3,0.5263157894736842,0.8,Life Sciences,Development,Developer,False,True,True,False,False,False,False,True
31,0,5,4,3,86,3,1,4,0,1,12,3,6,4,3,5,2,0,3,0,3,0.8333333333333334,0.4,Other,Development,Developer,False,False,True,False,False,False,False,True
31,0,2,3,1,62,2,2,1,3,0,12,4,9,1,3,2,2,1,0,0,2,0.2222222222222222,1.0,Other,SmallDepts,Human Resources,False,False,True,False,False,False,False,True
45,0,7,3,1,97,3,3,1,1,0,18,1,24,2,3,24,9,9,11,0,3,1.0,0.375,Life Sciences,Development,Technical Lead,True,False,False,False,False,True,True,False
31,0,2,4,3,32,3,1,4,0,1,18,2,3,2,1,2,2,2,2,0,3,0.6666666666666666,1.0,Life Sciences,Development,Developer,False,False,False,False,True,False,False,True
33,1,5,4,4,74,3,3,2,6,0,11,2,12,2,3,10,6,8,8,0,3,0.8333333333333334,0.6,Life Sciences,Development,Developer,False,False,True,False,False,True,True,False
39,0,10,1,3,99,3,4,1,1,1,14,4,21,3,3,21,9,11,10,0,3,1.0,0.42857142857142855,Medical,Development,Developer,True,False,True,False,False,True,False,True
43,1,10,4,3,33,3,1,4,0,0,19,1,9,5,3,8,7,1,7,0,3,0.8888888888888888,0.875,Life Sciences,Development,Developer,True,False,False,True,False,False,True,False
49,1,1,2,3,90,2,4,3,7,1,12,4,25,2,3,7,1,0,7,0,3,0.28,0.14285714285714285,Other,Development,Technical Lead,False,False,False,True,False,False,False,True
27,1,5,3,3,85,3,1,2,1,1,12,2,4,2,2,4,3,1,2,0,3,1.0,0.75,Life Sciences,Development,Technical Lead,False,False,False,True,False,False,False,True
32,1,8,2,3,65,2,2,2,1,1,11,4,13,2,3,13,12,11,9,0,3,1.0,0.9230769230769231,Other,Sales,Sales Executive,True,False,True,False,False,True,False,True
27,0,2,3,4,74,3,2,3,1,1,11,1,5,3,3,5,4,0,4,0,3,1.0,0.8,Life Sciences,Sales,Sales Executive,False,False,False,True,False,False,False,True
31,0,7,3,4,73,3,2,4,4,0,12,4,13,3,3,7,7,1,7,0,3,0.5384615384615384,1.0,Marketing,Sales,Sales Executive,True,False,False,False,False,False,False,True
32,1,2,4,1,74,4,2,4,7,0,16,3,10,0,2,7,7,0,7,0,3,0.7,1.0,Medical,Development,Technical Lead,False,False,False,True,False,False,False,True
30,1,28,2,4,64,3,2,4,1,0,13,4,11,2,3,10,8,1,9,0,3,0.9090909090909091,0.8,Medical,Development,Delivery Manager,False,True,True,False,False,False,False,True
39,0,7,2,3,54,2,5,4,1,0,15,1,21,2,3,21,9,13,3,0,3,1.0,0.42857142857142855,Medical,Development,Developer,True,False,True,False,False,True,True,False
39,1,3,2,4,41,3,2,3,4,1,18,1,12,3,2,1,0,0,0,1,3,0.08333333333333333,0.0,Medical,Sales,Sales Executive,False,False,True,False,False,False,False,True
33,0,10,3,2,46,2,2,4,3,0,14,3,9,6,2,7,7,0,1,0,4,0.7777777777777778,1.0,Marketing,Sales,Sales Executive,True,False,False,True,False,False,True,False
47,0,5,5,4,42,3,5,3,4,0,11,2,21,2,3,3,2,1,1,0,3,0.14285714285714285,0.6666666666666666,Life Sciences,SmallDepts,Data Scientist,False,False,True,False,False,False,False,True
27,0,1,1,3,73,3,2,2,0,1,13,4,6,0,3,5,4,1,4,0,3,0.8333333333333334,0.8,Marketing,Sales,Sales Executive,False,False,True,False,False,False,False,False
43,1,7,3,3,43,3,3,1,8,0,16,1,10,1,2,1,0,0,0,0,3,0.1,0.0,Life Sciences,Development,Delivery Manager,True,False,True,False,False,False,False,True
45,0,8,4,4,75,3,2,4,9,0,14,1,12,3,3,10,9,9,8,0,3,0.8333333333333334,0.9,Other,Development,Developer,True,False,True,False,False,True,False,True
40,0,1,2,2,57,1,2,4,2,1,22,3,6,2,2,4,3,0,2,0,3,0.6666666666666666,0.75,Medical,Sales,Sales Executive,False,False,True,False,False,False,False,True
29,0,8,4,2,77,1,1,1,1,1,11,4,7,4,2,7,7,0,7,1,3,1.0,1.0,Other,Development,Developer,True,False,True,False,False,False,False,True
